pokemon_form_identifier,version_identifier,flavor_text
ekans-default,stadium-2,"It can freely detach its jaw to swallow large prey whole. It can become too heavy to move, however."
ekans-default,stadium-2,"It always hides in grass. When first born, it has no poison, so its bite is painful, but harmless."
ekans-default,ultra-moon,"The eggs of bird Pokémon are its favorite food. It swallows eggs whole, so sometimes an egg gets stuck, and Ekans faints."
ekans-default,ultra-sun,"By dislocating its jaw, it can swallow prey larger than itself. After a meal, it curls up and rests."
ekans-default,violet,A very common sight in grasslands and such. It flicks its tongue in and out to sense danger in its surroundings.
ekans-default,white,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,white-2,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
ekans-default,x,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest."
ekans-default,y,"Moving silently and stealthily, it eats the eggs of birds, such as Pidgey and Spearow, whole."
ekans-default,yellow,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest."
eldegoss-default,shield,"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty."
eldegoss-default,sword,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
electabuzz-default,alpha-sapphire,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
electabuzz-default,black,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
electabuzz-default,black-2,Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
electabuzz-default,blue,"Normally found near power plants, they can wander away and cause major blackouts in cities."
electabuzz-default,brilliant-diamond,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
electabuzz-default,crystal,"When two Electabuzz touch, they control the electric currents to communicate their feelings."
electabuzz-default,diamond,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
electabuzz-default,emerald,"When a storm approaches, it competes with others to scale heights that are likely to be stricken by lightning. Some towns use Electabuzz in place of lightning rods."
electabuzz-default,firered,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
electabuzz-default,gold,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
electabuzz-default,heartgold,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
electabuzz-default,leafgreen,"Normally found near power plants, they can wander away and cause major blackouts in cities."
electabuzz-default,legends-arceus,"Feeds on electrical energy. During sudden showers beneath looming thunderclouds, one can observe Electabuzz scaling tall trees, where the Pokémon will then wait for lightning to strike."
electabuzz-default,lets-go-eevee,"If a major power outage occurs, it is certain that this Pokémon has eaten electricity at a power plant."
electabuzz-default,lets-go-pikachu,"If a major power outage occurs, it is certain that this Pokémon has eaten electricity at a power plant."
electabuzz-default,moon,Electricity leaks from it in amounts far greater than the amount of electricity it eats.
electabuzz-default,omega-ruby,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
electabuzz-default,pearl,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
electabuzz-default,platinum,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
electabuzz-default,red,"Normally found near power plants, they can wander away and cause major blackouts in cities."
electabuzz-default,ruby,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
electabuzz-default,sapphire,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
electabuzz-default,scarlet,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
electabuzz-default,shield,"With the coming of a storm, many of these Pokémon will gather under tall trees and sit there waiting for lightning to strike."
electabuzz-default,shining-pearl,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
electabuzz-default,silver,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
electabuzz-default,soulsilver,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
electabuzz-default,stadium,Appear in power plants in search of electricity. They are said to cause major blackouts if they disappear.
electabuzz-default,stadium-2,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
electabuzz-default,stadium-2,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
electabuzz-default,sun,Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.
electabuzz-default,sword,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.
