item_identifier,version_identifier,localized_name
bright-powder,ruby-sapphire,A hold item that casts a glare to reduce accuracy.
bright-powder,scarlet-violet,An item to be held by a Pokémon. This glittery powder casts a tricky glare that lowers the accuracy of opposing Pokémon's moves.
brittle-bones,sword-shield,One of the many ingredients that can be used for cooking at your camp. The taste boiled off from the bones is sure to give a dish a light umami taste.
bronze-bottle,scarlet-violet,"A popular option among hikers. It's made with titanium, so it doesn't rust even if it's used to hold drinks with high sodium content."
bronze-cup,scarlet-violet,"A popular option among hikers. It's made with titanium, so it doesn't rust even if it's used to hold drinks with high sodium content."
bubble-mail,diamond-pearl,Stationery featuring a print of a blue world underwater. Let a Pokémon hold it for delivery.
bubble-mail,heartgold-soulsilver,Stationery featuring a print of a blue world underwater. Let a Pokémon hold it for delivery.
bubble-mail,platinum,Stationery featuring a print of a blue world underwater. Let a Pokémon hold it for delivery.
bug-gem,black-2-white-2,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move only once."
bug-gem,black-white,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move only once."
bug-gem,brilliant-diamond-shining-pearl,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time."
bug-gem,legends-arceus,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time."
bug-gem,omega-ruby-alpha-sapphire,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time."
bug-gem,scarlet-violet,An item to be held by a Pokémon. This gem is imbued with the essence of bugs and will boost the power of a Bug-type move—but only once.
bug-gem,sun-moon,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time."
bug-gem,sword-shield,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time."
bug-gem,ultra-sun-ultra-moon,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time."
bug-gem,x-y,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time."
bug-memory,brilliant-diamond-shining-pearl,A memory disc that contains Bug-type data. It changes the type of the holder if held by a certain species of Pokémon.
bug-memory,legends-arceus,A memory disc that contains Bug-type data. It changes the type of the holder if held by a certain species of Pokémon.
bug-memory,scarlet-violet,A memory disc that contains Bug-type data. It changes the type of the holder if held by a certain species of Pokémon.
bug-memory,sun-moon,A memory disc that contains Bug-type data. It changes the type of the holder if held by a certain species of Pokémon.
bug-memory,sword-shield,A memory disc that contains Bug-type data. It changes the type of the holder if held by a certain species of Pokémon.
bug-memory,ultra-sun-ultra-moon,A memory disc that contains Bug-type data. It changes the type of the holder if held by a certain species of Pokémon.
bug-tera-shard,scarlet-violet,"On rare occasions, these shards form when a Tera Pokémon falls in battle and its Tera Jewel shatters."
buginium-z,brilliant-diamond-shining-pearl,It converts Z-Power into crystals that upgrade Bug-type moves to Bug-type Z-Moves.
buginium-z,legends-arceus,It converts Z-Power into crystals that upgrade Bug-type moves to Bug-type Z-Moves.
buginium-z,scarlet-violet,It converts Z-Power into crystals that upgrade Bug-type moves to Bug-type Z-Moves.
buginium-z,sun-moon,It converts Z-Power into crystals that upgrade Bug-type moves to Bug-type Z-Moves.
buginium-z,sword-shield,It converts Z-Power into crystals that upgrade Bug-type moves to Bug-type Z-Moves.
buginium-z,ultra-sun-ultra-moon,It converts Z-Power into crystals that upgrade Bug-type moves to Bug-type Z-Moves.
bugwort,legends-arceus,"A wildflower that can be found growing across the Hisui region. It does have medicinal properties, but it is so bitter that no wild Pokémon will eat it."
bugwort,scarlet-violet,"A wildflower that can be found growing across the Hisui region. It does have medicinal properties, but it is so bitter that no wild Pokémon will eat it."
burn-drive,black-2-white-2,A cassette to be held by Genesect. It changes Techno Blast to a Fire-type move.
burn-drive,black-white,A cassette to be held by Genesect. It changes Techno Blast to a Fire-type move.
burn-drive,brilliant-diamond-shining-pearl,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,legends-arceus,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,legends-za,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,omega-ruby-alpha-sapphire,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,scarlet-violet,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,sun-moon,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,sword-shield,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,ultra-sun-ultra-moon,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-drive,x-y,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Fire type.
burn-heal,black-2-white-2,A spray-type medicine. It heals a single Pokémon that is suffering from a burn.
burn-heal,black-white,A spray-type medicine. It heals a single Pokémon that is suffering from a burn.
burn-heal,brilliant-diamond-shining-pearl,A spray-type medicine for treating burns. It can be used to heal a single Pokémon suffering from a burn.
burn-heal,crystal,Heals burned Pokémon.
burn-heal,diamond-pearl,A spray-type medicine. It heals a single Pokémon that is suffering from a burn.
burn-heal,emerald,Heals Pokémon of a burn.
burn-heal,firered-leafgreen,A spray-type medicine. It heals one Pokémon of a burn.
burn-heal,gold-silver,Heals burned Pokémon.
burn-heal,heartgold-soulsilver,A spray-type medicine. It heals a single Pokémon that is suffering from a burn.
burn-heal,legends-arceus,A spray-type medicine for treating burns. It can be used to heal a single Pokémon suffering from a burn.
burn-heal,legends-za,A spray-type medicine for treating burns. It can be used to cure a Pokémon suffering from a burn.
burn-heal,lets-go-pikachu-lets-go-eevee,A spray-type medicine for treating burns. It can be used to heal a single Pokémon suffering from a burn.
burn-heal,omega-ruby-alpha-sapphire,A spray-type medicine for treating burns. It can be used once to heal a Pokémon suffering from a burn.
burn-heal,platinum,A spray-type medicine. It heals a single Pokémon that is suffering from a burn.
burn-heal,ruby-sapphire,Heals Pokémon of a burn.
burn-heal,scarlet-violet,A spray-type medicine for treating burns. It can be used to cure a Pokémon suffering from a burn.
burn-heal,sun-moon,A spray-type medicine for treating burns. It can be used once to heal a Pokémon suffering from a burn.
burn-heal,sword-shield,A spray-type medicine for treating burns. It can be used to heal a single Pokémon suffering from a burn.
burn-heal,ultra-sun-ultra-moon,A spray-type medicine for treating burns. It can be used once to heal a Pokémon suffering from a burn.
burn-heal,x-y,A spray-type medicine for treating burns. It can be used once to heal a Pokémon suffering from a burn.
burnt-berry,crystal,A self-cure for freezing. (HOLD)
burnt-berry,gold-silver,A self-cure for freezing. (HOLD)
butter,scarlet-violet,A condiment that unites salty and sweet and also packs a richness that makes bread a delight to eat. The finest butter products are made of 100 percent Moomoo Milk.
bw-grass-chairs,scarlet-violet,A set of chairs that are ideal for picnicking. Their design was inspired by the B&W Grass Tablecloth.
bw-grass-tablecloth,scarlet-violet,"A tablecloth with a fun, trendy black-and-white design featuring Pokémon that seem poised to leap from the tall grass at any moment."
cake-lure-base,legends-arceus,A type of field provision that enhances the flavor of other foods it is mixed with.
cake-lure-base,scarlet-violet,A type of field provision that enhances the flavor of other foods it is mixed with.
calcium,diamond-pearl,A nutritious drink for Pokémon. It raises the base Sp. Atk (Special Attack) stat of a single Pokémon.
calcium,platinum,A nutritious drink for Pokémon. It raises the base Sp. Atk (Special Attack) stat of a single Pokémon.
calcium,scarlet-violet,A nutritious drink for Pokémon. This drink increases base points for a Pokémon's Sp. Atk stat.
calm-mint,brilliant-diamond-shining-pearl,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Attack will grow more slowly."
calm-mint,legends-arceus,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Attack will grow more slowly."
calm-mint,scarlet-violet,"Having a Pokémon smell this mint can make its Sp. Def stat grow stronger. However, its Attack stat may suffer."
calm-mint,sword-shield,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Attack will grow more slowly."
cameruptite,legends-za,One of a variety of mysterious Mega Stones. A Camerupt holding this stone will be able to Mega Evolve during battle.
cameruptite,omega-ruby-alpha-sapphire,"One of a variety of mysterious Mega Stones. Have Camerupt hold it, and this stone will enable it to Mega Evolve during battle."
cameruptite,sun-moon,"One of a variety of mysterious Mega Stones. Have Camerupt hold it, and this stone will enable it to Mega Evolve during battle."
cameruptite,ultra-sun-ultra-moon,"One of a variety of mysterious Mega Stones. Have Camerupt hold it, and this stone will enable it to Mega Evolve during battle."
camping-gear,brilliant-diamond-shining-pearl,Everything you need to set up a tent and get cooking in a Wild Area or at a camping spot.
camping-gear,legends-arceus,Everything you need to set up a tent and get cooking in a Wild Area or at a camping spot.
camping-gear,scarlet-violet,Everything you need to set up a tent and get cooking in a Wild Area or at a camping spot.
camping-gear,sword-shield,Everything you need to set up a tent and get cooking in a Wild Area or at a camping spot.
